CTE, steer-value, p-term, i-term, d-term
-0.0692,-0.0460,-0.0692,496.8194,0.0017
-0.0685,-0.0444,-0.0685,496.7509,0.0007
-0.0699,-0.0406,-0.0699,496.6810,-0.0014
-0.0721,-0.0391,-0.0721,496.6089,-0.0022
-0.0793,-0.0299,-0.0793,496.5296,-0.0072
-0.0843,-0.0331,-0.0843,496.4453,-0.0050
-0.0901,-0.0312,-0.0901,496.3552,-0.0058
-0.1044,-0.0154,-0.1044,496.2508,-0.0143
-0.1127,-0.0248,-0.1127,496.1381,-0.0083
-0.1218,-0.0226,-0.1218,496.0163,-0.0091
-0.1317,-0.0202,-0.1317,495.8846,-0.0099
-0.1422,-0.0182,-0.1422,495.7424,-0.0105
-0.1534,-0.0159,-0.1534,495.5890,-0.0112
-0.1652,-0.0138,-0.1652,495.4238,-0.0118
-0.2041,0.0360,-0.2041,495.2197,-0.0389
-0.2271,0.0112,-0.2271,494.9926,-0.0230
-0.2306,-0.0216,-0.2306,494.7620,-0.0035
-0.2187,-0.0489,-0.2187,494.5433,0.0119
-0.2087,-0.0466,-0.2087,494.3346,0.0100
-0.1902,-0.0628,-0.1902,494.1444,0.0185
-0.1818,-0.0464,-0.1818,493.9626,0.0084
-0.1740,-0.0461,-0.1740,493.7886,0.0078
-0.1667,-0.0459,-0.1667,493.6219,0.0073
-0.1542,-0.0559,-0.1542,493.4677,0.0125
-0.1488,-0.0444,-0.1488,493.3189,0.0054
-0.1442,-0.0434,-0.1442,493.1747,0.0046
-0.1371,-0.0483,-0.1371,493.0376,0.0071
-0.1346,-0.0408,-0.1346,492.9030,0.0025
-0.1319,-0.0413,-0.1319,492.7711,0.0027
-0.1316,-0.0373,-0.1316,492.6395,0.0003
-0.1333,-0.0337,-0.1333,492.5062,-0.0017
-0.1353,-0.0330,-0.1353,492.3709,-0.0020
-0.1379,-0.0317,-0.1379,492.2330,-0.0026
-0.1412,-0.0302,-0.1412,492.0918,-0.0033
-0.1453,-0.0284,-0.1453,491.9465,-0.0041
-0.1499,-0.0271,-0.1499,491.7966,-0.0046
-0.1553,-0.0252,-0.1553,491.6413,-0.0054
-0.1678,-0.0120,-0.1678,491.4735,-0.0125
-0.1750,-0.0203,-0.1750,491.2985,-0.0072
-0.1907,-0.0043,-0.1907,491.1078,-0.0157
-0.1993,-0.0155,-0.1993,490.9085,-0.0086
-0.2176,0.0027,-0.2176,490.6909,-0.0183
-0.2272,-0.0111,-0.2272,490.4637,-0.0096
-0.2471,0.0083,-0.2471,490.2166,-0.0199
-0.2574,-0.0070,-0.2574,489.9592,-0.0103
-0.2769,0.0105,-0.2769,489.6823,-0.0195
-0.2809,-0.0155,-0.2809,489.4014,-0.0040
-0.2795,-0.0247,-0.2795,489.1219,0.0014
-0.2714,-0.0369,-0.2714,488.8505,0.0081
-0.2464,-0.0680,-0.2464,488.6041,0.0250
-0.2209,-0.0712,-0.2209,488.3832,0.0255
-0.2088,-0.0496,-0.2088,488.1744,0.0121
-0.1973,-0.0496,-0.1973,487.9771,0.0115
-0.1761,-0.0681,-0.1761,487.8010,0.0212
-0.1664,-0.0494,-0.1664,487.6346,0.0097
-0.1492,-0.0638,-0.1492,487.4854,0.0172
-0.1417,-0.0480,-0.1417,487.3437,0.0075
-0.1239,-0.0672,-0.1239,487.2198,0.0178
-0.1195,-0.0448,-0.1195,487.1003,0.0044
-0.1137,-0.0478,-0.1137,486.9866,0.0058
-0.1121,-0.0408,-0.1121,486.8745,0.0016
-0.1114,-0.0393,-0.1114,486.7631,0.0007
-0.1115,-0.0379,-0.1115,486.6516,-0.0001
-0.1125,-0.0363,-0.1125,486.5391,-0.0010
-0.1169,-0.0301,-0.1169,486.4222,-0.0044
-0.1203,-0.0314,-0.1203,486.3019,-0.0034
-0.1245,-0.0297,-0.1245,486.1774,-0.0042
-0.1353,-0.0174,-0.1353,486.0421,-0.0108
-0.1417,-0.0242,-0.1417,485.9004,-0.0064
-0.1488,-0.0224,-0.1488,485.7516,-0.0071
-0.1566,-0.0204,-0.1566,485.5950,-0.0078
-0.1650,-0.0186,-0.1650,485.4300,-0.0084
-0.1837,0.0007,-0.1837,485.2463,-0.0187
-0.1938,-0.0129,-0.1938,485.0525,-0.0101
-0.2044,-0.0110,-0.2044,484.8481,-0.0106
-0.2154,-0.0093,-0.2154,484.6327,-0.0110
-0.2268,-0.0075,-0.2268,484.4059,-0.0114
-0.2385,-0.0059,-0.2385,484.1674,-0.0117
-0.2630,0.0182,-0.2630,483.9044,-0.0245
-0.2756,-0.0008,-0.2756,483.6288,-0.0126
-0.2883,0.0006,-0.2883,483.3405,-0.0127
-0.3002,0.0004,-0.3002,483.0403,-0.0119
-0.3043,-0.0124,-0.3043,482.7360,-0.0041
-0.2900,-0.0450,-0.2900,482.4460,0.0143
-0.2663,-0.0632,-0.2663,482.1797,0.0237
-0.2400,-0.0701,-0.2400,481.9397,0.0263
-0.2141,-0.0719,-0.2141,481.7256,0.0259
-0.1890,-0.0729,-0.1890,481.5366,0.0251
-0.1648,-0.0736,-0.1648,481.3718,0.0242
-0.1414,-0.0745,-0.1414,481.2304,0.0234
-0.0970,-0.1144,-0.0970,481.1334,0.0444
-0.0761,-0.0764,-0.0761,481.0573,0.0209
-0.0565,-0.0761,-0.0565,481.0008,0.0196
-0.0381,-0.0758,-0.0381,480.9627,0.0184
-0.0048,-0.1042,-0.0048,480.9579,0.0333
0.0099,-0.0740,0.0099,480.9678,0.0147
0.0232,-0.0729,0.0232,480.9910,0.0133
0.0353,-0.0720,0.0353,481.0263,0.0121
0.0557,-0.0881,0.0557,481.0820,0.0204
0.0808,-0.0985,0.0808,481.1628,0.0251
0.0835,-0.0606,0.0835,481.2463,0.0027
0.0845,-0.0579,0.0845,481.3308,0.0010
0.0841,-0.0555,0.0841,481.4149,-0.0004
0.0823,-0.0529,0.0823,481.4972,-0.0018
0.0743,-0.0416,0.0743,481.5715,-0.0080
0.0682,-0.0443,0.0682,481.6397,-0.0061
0.0520,-0.0256,0.0520,481.6917,-0.0162
0.0419,-0.0350,0.0419,481.7336,-0.0101
0.0306,-0.0319,0.0306,481.7642,-0.0113
0.0182,-0.0288,0.0182,481.7824,-0.0124
0.0045,-0.0253,0.0045,481.7869,-0.0137
-0.0103,-0.0220,-0.0103,481.7766,-0.0148
-0.0254,-0.0201,-0.0254,481.7512,-0.0151
-0.0469,-0.0072,-0.0469,481.7043,-0.0215
-0.0517,-0.0351,-0.0517,481.6526,-0.0048
-0.0550,-0.0373,-0.0550,481.5976,-0.0033
-0.0644,-0.0261,-0.0644,481.5332,-0.0094
-0.0775,-0.0185,-0.0775,481.4557,-0.0131
-0.0852,-0.0270,-0.0852,481.3705,-0.0077
-0.1031,-0.0079,-0.1031,481.2674,-0.0179
-0.1131,-0.0204,-0.1131,481.1543,-0.0100
-0.1349,0.0018,-0.1349,481.0194,-0.0218
-0.1467,-0.0141,-0.1467,480.8727,-0.0118
-0.1589,-0.0122,-0.1589,480.7138,-0.0122
-0.1716,-0.0102,-0.1716,480.5422,-0.0127
-0.1847,-0.0082,-0.1847,480.3575,-0.0131
-0.2121,0.0187,-0.2121,480.1454,-0.0274
-0.2264,-0.0022,-0.2264,479.9190,-0.0143
-0.2550,0.0249,-0.2550,479.6640,-0.0286
-0.2694,0.0021,-0.2694,479.3946,-0.0144
-0.2838,0.0035,-0.2838,479.1108,-0.0144
-0.2980,0.0046,-0.2980,478.8128,-0.0142
-0.3122,0.0059,-0.3122,478.5006,-0.0142
-0.3263,0.0072,-0.3263,478.1743,-0.0141
-0.3403,0.0083,-0.3403,477.8340,-0.0140
-0.3675,0.0334,-0.3675,477.4665,-0.0272
-0.3807,0.0109,-0.3807,477.0858,-0.0132
-0.4055,0.0330,-0.4055,476.6803,-0.0248
-0.4149,0.0078,-0.4149,476.2654,-0.0094
-0.4002,-0.0346,-0.4002,475.8652,0.0147
-0.3441,-0.1102,-0.3441,475.5211,0.0561
-0.2814,-0.1274,-0.2814,475.2397,0.0627
-0.2503,-0.0766,-0.2503,474.9894,0.0311
-0.2201,-0.0779,-0.2201,474.7693,0.0302
-0.1905,-0.0797,-0.1905,474.5788,0.0296
-0.1616
